"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2009","4098","","","CSCI","CSCI-C","211","8052","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","54","64"," 2.815"," 2.799","6.3","44.4","20.4","20.4","7.4","14","7","8","9","3","4","4","3","4","4","2","1","1","4","9","1","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","212","2203","INTRO TO SOFTWARE SYSTEMS","Sabry,Amr A.","36","42"," 2.600"," 2.886","28.6","44.4","19.4","8.3","5.6","14","5","10","1","3","1","3","2","1","0","1","1","0","8","6","0","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","241","2206","DISCRETE STRUCTURES FOR CSCI","Task,Christine Marie","31","33"," 3.000"," 2.905","43.8","45.2","22.6","25.8","0.0","4","2","7","5","3","3","1","4","3","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","311","2208","PROGRAMMING LANGUAGES","Friedman,Daniel P","24","35"," 3.225"," 2.988","67.6","50.0","33.3","12.5","0.0","12","3","7","2","0","6","2","2","1","0","0","0","0","1","7","1","3","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","335","2211","COMPUTER STRUCTURES","Brown,Geoffrey Morris","27","32"," 2.474"," 2.976","38.7","14.8","37.0","40.7","0.0","7","1","2","1","3","2","5","3","4","4","0","0","0","2","4","1","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","343","2214","DATA STRUCTURES","Wise,David S.","25","39"," 2.636"," 2.929","60.6","24.0","44.0","20.0","4.0","16","1","3","2","0","8","3","0","3","2","0","1","0","2","7","6","1","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-H","211","2218","INTRO TO CMPTR SCIENCE-HONORS","Dybvig,R Kent","15","16"," 3.793"," 3.295","12.5","93.3","6.7","0.0","0.0","1","2","5","7","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-H","241","2220","ELEM DISCRETE STRUCTURES:HON","Task,Christine Marie","8","9"," 3.888"," 3.581","66.7","100.0","0.0","0.0","0.0","1","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-H","335","8053","COMPUTER STRUCTURES HONORS","Brown,Geoffrey Morris","8","8"," 3.550"," 3.459","62.5","62.5","37.5","0.0","0.0","0","1","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","436","12176","INTRO TO OPERATING SYSTEMS","Lumsdaine,Andrew","10","14"," 3.200"," 3.180","81.8","40.0","40.0","20.0","0.0","4","0","3","1","2","1","1","0","2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","438","12701","INTRO TO COMPUTER NETWORKS","Hill,Raquel Loran","12","20"," 3.192"," 2.984","68.4","25.0","66.7","8.3","0.0","8","1","1","1","4","1","3","1","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","535","29735","PERVASIVE COMPUTING","Connelly,Katherine Hane","15","25"," 3.807"," 3.514","86.7","86.7","13.3","0.0","0.0","10","0","8","5","2","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","536","2224","ADVANCED OPERATING SYSTEMS","Lumsdaine,Andrew","23","30"," 3.278"," 3.493","100.0","52.2","34.8","8.7","0.0","8","1","6","5","3","5","0","0","2","0","0","0","0","1","1","6","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","538","8917","COMPUTER NETWORKS","Gupta,Minaxi","30","44"," 3.307"," 3.164","90.6","46.7","43.3","10.0","0.0","14","2","4","8","5","2","6","3","0","0","0","0","0","0","2","12","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","545","10166","EMBEDDED AND REAL-TIME SYSTEMS","Johnson,Steven D.","13","22"," 3.631"," 3.307","100.0","53.8","46.2","0.0","0.0","9","0","6","1","5","1","0","0","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-P","573","8694","SCIENTIFIC COMPUTING","Bramley,Randall Barry","30","42"," 4.000"," 3.724","75.0","100.0","0.0","0.0","0.0","12","0","30","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","1","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-Y","790","2233","GRADUATE INDEPENDENT STUDY","Sabry,Amr A.","27","65"," 3.974"," 3.658","100.0","96.3","3.7","0.0","0.0","38","2","24","0","1","0","0","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","01-22-2010",
"Second Summer Session 2009","4095SS2","","","CSCI","CSCI-A","110","1694","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","24","32"," 3.371"," 2.637","0.0","70.8","16.7","4.2","4.2","9","8","4","5","0","3","1","0","1","0","0","0","1","1","2","6","0","0","0","0","0","0","0","0","09-12-2009",
"Second Summer Session 2009","4095SS2","","","CSCI","CSCI-A","290","5487","TOOLS FOR COMPUTING","German,Dan-Adrian","6","11"," 3.900"," 2.649","42.9","100.0","0.0","0.0","0.0","5","1","3","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","09-12-2009",
"First Summer Session 2009","4095SS1","","","CSCI","CSCI-A","110","3681","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","26","35"," 3.050"," 2.843","0.0","46.2","30.8","11.5","3.8","11","8","3","1","3","3","2","0","3","0","1","0","0","2","1","8","0","0","0","0","0","0","0","0","07-17-2009",
"First Summer Session 2009","4095SS1","","","CSCI","CSCI-A","201","1695","INTRODUCTION TO PROGRAMMING I","German,Dan-Adrian","13","19"," 3.385"," 3.036","0.0","69.2","7.7","15.4","7.7","6","0","7","2","1","0","0","0","2","0","1","0","0","0","1","4","1","0","0","0","0","0","0","0","07-17-2009",
"First Summer Session 2009","4095SS1","","","CSCI","CSCI-A","290","13515","TOOLS FOR COMPUTING","Wilson,Mark Alan","9","12"," 3.311"," 2.875","10.0","77.8","11.1","0.0","0.0","4","0","4","3","0","0","1","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","07-17-2009",
"First Summer Session 2009","4095SS1","","","CSCI","CSCI-C","211","1703","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","15","18"," 3.000"," 3.086","18.8","46.7","20.0","20.0","13.3","3","3","3","1","0","2","1","2","1","0","0","2","0","0","1","2","0","0","0","0","0","0","0","0","07-17-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","110","26183","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","178","234"," 2.959"," 2.835","0.5","54.5","17.4","11.2","3.4","80","48","28","21","15","14","2","9","9","2","2","2","2","24","37","19","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","110","6137","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","129","170"," 3.147"," 2.846","0.6","53.5","28.7","6.2","4.7","50","24","27","18","16","11","10","4","4","0","1","2","3","9","28","12","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","110","6138","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","159","206"," 3.220"," 2.838","0.0","57.9","22.6","9.4","3.8","57","42","37","13","14","15","7","8","5","2","2","2","2","10","34","13","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","201","29539","INTRODUCTION TO PROGRAMMING I","Mills,Jonathan Wayne","34","49"," 3.885"," 3.019","5.0","94.1","2.9","2.9","0.0","15","24","5","3","0","1","0","0","1","0","0","0","0","0","6","9","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","201","6160","INTRODUCTION TO PROGRAMMING I","Haynes,Christopher T.","35","53"," 2.954"," 2.977","2.0","42.9","34.3","11.4","0.0","22","2","9","4","2","8","2","3","0","1","0","0","0","4","13","4","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","216","11195","DIGITL MULTIMEDIA CONCPTS/TECH","Whitmer,Jeffrey Michael","19","23"," 2.611"," 2.763","4.3","10.5","57.9","15.8","10.5","5","0","1","1","3","5","3","2","1","0","1","1","0","1","4","0","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","15316","ADVENTURES IN COMPUTING","McGrath,D. Kevin","23","25"," 3.291"," 3.136","41.7","39.1","52.2","8.7","0.0","2","0","9","0","2","7","3","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","15320","ADVENTURES IN COMPUTING","McGrath,D. Kevin","18","29"," 3.150"," 3.035","39.1","44.4","38.9","11.1","0.0","12","0","6","2","1","6","0","0","2","0","0","0","0","1","4","6","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","15322","ADVENTURES IN COMPUTING","German,Dan-Adrian","13","22"," 3.754"," 3.065","22.2","92.3","0.0","7.7","0.0","9","0","8","4","0","0","0","0","1","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","16229","ADVENTURES IN COMPUTING","Ravi Kumar,Padma Priya","15","22"," 3.827"," 2.974","38.9","93.3","0.0","6.7","0.0","7","0","11","3","0","0","0","1","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","26195","ADVENTURES IN COMPUTING","Whitmer,Jeffrey Michael","6","8"," 3.167"," 3.168","28.6","33.3","50.0","16.7","0.0","2","0","1","1","1","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","26197","ADVENTURES IN COMPUTING","Whitmer,Jeffrey Michael","11","15"," 3.009"," 2.808","16.7","54.5","18.2","18.2","0.0","5","1","4","1","0","1","1","0","1","1","0","0","0","1","1","3","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","290","29022","ADVENTURES IN COMPUTING","German,Dan-Adrian","14","24"," 3.929"," 3.267","25.0","92.9","7.1","0.0","0.0","10","0","12","1","1","0","0","0","0","0","0","0","0","0","3","4","3","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","321","13617","COMPUTING TOOLS FOR SCI RESRCH","Bramley,Randall Barry","8","11"," 3.963"," 3.569","0.0","100.0","0.0","0.0","0.0","3","1","6","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-A","348","6168","MASTERING THE WORLD WIDE WEB","German,Dan-Adrian","13","19"," 3.869"," 3.113","5.6","84.6","15.4","0.0","0.0","6","1","9","1","2","0","0","0","0","0","0","0","0","0","4","1","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","355","13782","AUTONOMOUS ROBOTICS","Beer,Randall D","6","6"," 3.783"," 3.461","66.7","83.3","16.7","0.0","0.0","0","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","401","6206","FUNDAMENTALS OF COMPUTG THEORY","Chauhan,Arun","8","12"," 3.125"," 3.120","77.8","37.5","37.5","25.0","0.0","4","2","0","1","1","0","2","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","481","15721","INTERACTIVE GRAPHICS","Hmeljak,Dimitrij","7","8"," 3.771"," 3.264","100.0","85.7","14.3","0.0","0.0","1","0","4","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","501","29355","THEORY OF COMPUTING","Wise,David S.","24","26"," 3.521"," 3.506","91.7","58.3","41.7","0.0","0.0","2","1","7","6","1","9","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","502","26211","COMPUTATIONAL COMPLEXITY","Leivant,Daniel Maurice","12","14"," 2.967"," 3.630","76.9","33.3","25.0","41.7","0.0","2","0","2","2","3","0","0","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","510","30011","INTRODUCTION TO APPLIED LOGIC","Leivant,Daniel Maurice","14","17"," 3.229"," 3.445","93.8","42.9","50.0","7.1","0.0","3","2","2","2","1","1","5","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","534","28709","DISTRIBUTED SYSTEMS","Plale,Beth A.","31","36"," 3.648"," 3.622","90.3","77.4","22.6","0.0","0.0","5","0","8","16","3","4","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","553","26212","NEURAL&GENTC APPR ARTFCL INTEL","Gasser,Michael Edward","22","29"," 3.568"," 3.616","73.1","63.6","31.8","0.0","0.0","8","3","11","0","5","2","0","0","0","0","0","0","0","1","3","3","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","649","11575","TOPICS IN SYSTEMS","Hill,Raquel Loran","7","10"," 3.529"," 3.421","66.7","57.1","42.9","0.0","0.0","3","1","1","2","2","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","649","13223","TOPICS IN SYSTEMS","Gupta,Minaxi","11","13"," 3.773"," 3.549","100.0","90.9","9.1","0.0","0.0","2","0","5","5","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","649","29368","TOPICS IN SYSTEMS","Chauhan,Arun","13","15"," 3.531"," 3.605","100.0","53.8","38.5","7.7","0.0","2","2","3","2","4","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","652","26213","CMPTR MODELS OF SYMBOLIC LRNG","Leake,David B.","18","23"," 3.961"," 3.601","94.7","94.4","5.6","0.0","0.0","5","0","17","0","1","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","656","28994","WEB MINING","Menczer,Filippo","22","41"," 2.532"," 3.402","73.1","45.5","13.6","4.5","22.7","22","3","4","3","2","0","1","0","1","0","2","2","1","3","4","15","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","669","26215","TOPICS IN DATABASE & INFO SYST","Wu,Yuqing","24","32"," 3.779"," 3.407","96.4","79.2","20.8","0.0","0.0","8","4","10","5","4","1","0","0","0","0","0","0","0","0","1","4","3","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-B","673","26216","ADVANCED SCIENTIFIC COMPUTING","Bramley,Randall Barry","9","9"," 3.889"," 3.814","66.7","88.9","11.1","0.0","0.0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","211","6209","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","57","77"," 3.000"," 2.859","11.0","43.9","29.8","15.8","3.5","24","6","16","3","5","12","0","0","6","3","1","1","0","4","12","4","4","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","212","6214","INTRO TO SOFTWARE SYSTEMS","Menzel,Suzanne","39","51"," 2.449"," 2.891","26.7","17.9","35.9","33.3","2.6","16","2","2","3","1","9","4","3","7","3","1","0","0","4","6","6","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","241","6220","DISCRETE STRUCTURES FOR CSCI","Van Gucht,Dirk","39","46"," 3.015"," 2.972","32.6","33.3","38.5","25.6","0.0","8","1","10","2","6","8","1","1","7","2","0","0","0","1","3","3","0","0","0","0","0","0","1","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","311","6223","PROGRAMMING LANGUAGES","Friedman,Daniel P","9","10"," 3.300"," 2.913","40.0","44.4","44.4","11.1","0.0","1","1","1","2","1","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","322","13641","OBJECT-ORIENTED SOFTWARE MTHDS","Haynes,Christopher T.","7","11"," 3.200"," 2.886","87.5","42.9","42.9","14.3","0.0","4","1","1","1","1","1","1","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","335","6226","COMPUTER STRUCTURES","Wise,David S.","24","28"," 3.233"," 3.030","42.3","33.3","54.2","12.5","0.0","4","1","7","0","5","5","3","0","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-C","343","6230","DATA STRUCTURES","Rawlins,Gregory J.e.","32","36"," 3.128"," 3.040","61.8","46.9","34.4","12.5","0.0","6","1","10","4","3","5","3","2","1","1","0","0","0","2","2","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-G","901","6233","ADVANCED RESEARCH","Sabry,Amr A.","18","31"," 4.000"," 3.895","100.0","100.0","0.0","0.0","0.0","13","0","18","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-H","212","6234","INTRO TO SFTWR SYSTEMS-HONORS","Menzel,Suzanne","16","17"," 3.650"," 3.639","37.5","68.8","31.3","0.0","0.0","1","3","6","2","1","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","415","14530","INTRODUCTION TO VERIFICATION","Johnson,Steven D.","8","10"," 3.138"," 3.348","75.0","50.0","25.0","25.0","0.0","2","0","1","3","2","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","423","6238","COMPILERS","Dybvig,R Kent","11","13"," 3.191"," 3.294","83.3","54.5","36.4","0.0","0.0","3","1","2","3","2","0","2","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","438","28971","INTRO TO COMPUTER NETWORKS","Shue,Craig Aaron","20","25"," 3.265"," 3.083","83.3","35.0","55.0","10.0","0.0","5","1","4","2","4","5","2","1","1","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","515","14531","SPECIFICATION & VERIFICATION","Johnson,Steven D.","10","13"," 3.390"," 3.454","90.9","30.0","70.0","0.0","0.0","3","0","1","2","5","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","523","6241","PROGRAMMING LANGUAGE IMPLEMENT","Dybvig,R Kent","8","10"," 3.850"," 3.727","100.0","100.0","0.0","0.0","0.0","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","535","26218","PERVASIVE COMPUTING","Connelly,Katherine Hane","23","28"," 3.648"," 3.438","87.0","73.9","26.1","0.0","0.0","5","0","4","13","6","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-P","566","6242","SOFTWARE ENGINEERING II","Robertson,Edward L.","9","16"," 3.378"," 3.319","93.3","66.7","11.1","22.2","0.0","7","1","2","3","0","1","0","1","1","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-Y","790","6249","GRADUATE INDEPENDENT STUDY","Sabry,Amr A.","36","48"," 3.872"," 3.747","93.8","91.7","5.6","2.8","0.0","12","2","31","0","0","0","2","0","1","0","0","0","0","0","1","0","11","0","0","0","0","0","0","0","06-12-2009",
"Spring 2009","4092","","","CSCI","CSCI-Y","890","6251","THESIS READINGS AND RESEARCH","Sabry,Amr A.","14","29"," 3.950"," 3.814","100.0","92.9","7.1","0.0","0.0","15","3","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","06-12-2009",
"Fall 2008","4088","","","CSCI","CSCI-A","110","27178","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","185","263"," 3.279"," 2.979","0.0","57.8","25.9","9.2","3.2","85","40","46","21","15","22","11","5","8","4","1","2","3","7","50","28","0","0","0","0","0","0","0","0","01-23-2009",
"Fall 2008","4088","","","CSCI","CSCI-A","110","8189","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","144","190"," 3.106"," 2.946","0.6","54.9","22.2","10.4","6.9","54","27","33","19","10","14","8","4","7","4","4","3","3","8","31","15","0","0","0","0","0","0","0","0","01-23-2009",
"Fall 2008","4088","","","CSCI","CSCI-A","110","8190","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","178","246"," 3.309"," 2.979","0.0","62.4","20.2","10.1","2.2","77","49","43","19","13","9","14","9","7","2","3","1","0","9","39","29","0","0","0","0","0","0","0","0","01-23-2009",
